TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
126720,2021-09-05 08:31:45,959,942,50.57,0
126721,2021-09-05 08:32:55,849,566,108.5,0
126722,2021-09-05 08:33:26,658,997,27.68,0
126723,2021-09-05 08:33:45,964,694,61.17,0
126724,2021-09-05 08:33:45,53,1540,7.79,0
126725,2021-09-05 08:33:53,968,1873,84.01,0
126726,2021-09-05 08:34:42,389,503,125.11,0
126727,2021-09-05 08:35:02,654,15,121.1,0
126728,2021-09-05 08:35:44,824,562,67.55,0
126729,2021-09-05 08:36:57,585,617,135.0,0
126730,2021-09-05 08:37:07,683,1084,165.41,0
126731,2021-09-05 08:38:15,382,202,17.88,0
126732,2021-09-05 08:40:08,624,1105,34.37,0
126733,2021-09-05 08:40:25,795,350,24.64,0
126734,2021-09-05 08:40:49,568,35,44.05,0
126735,2021-09-05 08:41:54,386,1076,95.49,0
126736,2021-09-05 08:42:10,188,1303,51.05,1
126737,2021-09-05 08:42:16,74,1995,197.57,0
126738,2021-09-05 08:43:50,998,1241,18.04,0
126739,2021-09-05 08:43:58,188,484,12.47,1
126740,2021-09-05 08:45:08,308,1987,0.63,0
126741,2021-09-05 08:45:16,318,442,122.57,0
126742,2021-09-05 08:46:12,889,368,17.55,0
126743,2021-09-05 08:46:25,139,825,98.82,0
126744,2021-09-05 08:46:27,471,35,18.03,0
126745,2021-09-05 08:48:29,216,1613,11.49,0
126746,2021-09-05 08:48:46,260,1253,1.41,0
126747,2021-09-05 08:49:53,229,1249,49.15,0
126748,2021-09-05 08:49:57,640,1727,46.13,0
126749,2021-09-05 08:50:06,740,525,60.89,0
126750,2021-09-05 08:50:11,840,798,14.83,0
126751,2021-09-05 08:50:16,328,1060,97.22,0
126752,2021-09-05 08:50:36,772,1129,112.0,0
126753,2021-09-05 08:51:43,156,699,91.92,0
126754,2021-09-05 08:53:18,213,1981,88.86,0
126755,2021-09-05 08:53:19,879,511,65.46,0
126756,2021-09-05 08:53:36,136,911,72.13,0
126757,2021-09-05 08:53:37,62,1323,55.41,0
126758,2021-09-05 08:54:04,206,914,33.44,0
126759,2021-09-05 08:54:45,395,1051,144.03,0
126760,2021-09-05 08:54:46,167,1694,62.45,0
126761,2021-09-05 08:55:36,883,835,7.27,0
126762,2021-09-05 08:56:46,830,652,50.04,0
126763,2021-09-05 08:56:59,335,784,84.88,0
126764,2021-09-05 08:56:59,795,1725,12.07,0
126765,2021-09-05 08:57:22,188,989,7.92,1
126766,2021-09-05 08:58:00,155,1081,32.15,0
126767,2021-09-05 08:58:19,107,696,1.34,0
126768,2021-09-05 08:58:25,200,786,17.4,0
126769,2021-09-05 08:58:53,775,835,46.49,0
126770,2021-09-05 09:00:12,208,1908,106.84,0
126771,2021-09-05 09:00:45,143,1381,72.65,0
126772,2021-09-05 09:00:52,233,1595,24.83,0
126773,2021-09-05 09:01:52,114,1896,26.09,0
126774,2021-09-05 09:02:45,166,1713,37.94,0
126775,2021-09-05 09:02:56,74,535,127.58,0
126776,2021-09-05 09:03:37,296,1927,43.03,0
126777,2021-09-05 09:03:56,226,793,26.89,1
126778,2021-09-05 09:03:58,510,1427,52.71,0
126779,2021-09-05 09:05:16,485,651,36.08,0
126780,2021-09-05 09:05:41,759,1080,36.54,0
126781,2021-09-05 09:05:47,864,551,100.0,0
126782,2021-09-05 09:06:13,901,1574,133.86,0
126783,2021-09-05 09:06:24,525,950,47.12,0
126784,2021-09-05 09:07:28,917,1913,126.8,0
126785,2021-09-05 09:07:32,873,723,7.79,0
126786,2021-09-05 09:08:37,154,788,5.32,0
126787,2021-09-05 09:09:19,809,1549,51.15,0
126788,2021-09-05 09:09:31,561,1227,81.71,0
126789,2021-09-05 09:09:50,524,918,29.04,0
126790,2021-09-05 09:10:03,158,236,117.59,0
126791,2021-09-05 09:10:29,957,124,66.84,0
126792,2021-09-05 09:10:33,304,224,66.13,0
126793,2021-09-05 09:11:27,574,628,89.65,0
126794,2021-09-05 09:12:09,386,1202,139.77,0
126795,2021-09-05 09:12:13,210,1166,17.87,0
126796,2021-09-05 09:12:21,333,316,99.72,0
126797,2021-09-05 09:12:29,339,1669,87.58,0
126798,2021-09-05 09:12:43,340,834,29.88,0
126799,2021-09-05 09:12:50,306,1103,36.23,0
126800,2021-09-05 09:12:58,858,1729,90.03,0
126801,2021-09-05 09:13:18,967,407,135.39,1
126802,2021-09-05 09:13:40,168,328,147.62,0
126803,2021-09-05 09:13:45,497,1356,26.44,0
126804,2021-09-05 09:13:56,655,1835,177.92,0
126805,2021-09-05 09:13:58,163,543,32.76,0
126806,2021-09-05 09:14:39,841,207,104.07,0
126807,2021-09-05 09:14:41,818,730,42.41,0
126808,2021-09-05 09:15:19,293,1745,96.42,0
126809,2021-09-05 09:15:32,159,1640,48.76,0
126810,2021-09-05 09:15:52,651,468,61.28,0
126811,2021-09-05 09:15:53,810,878,71.65,0
126812,2021-09-05 09:15:57,750,1222,91.75,0
126813,2021-09-05 09:16:02,566,186,40.71,0
126814,2021-09-05 09:16:38,668,390,42.35,0
126815,2021-09-05 09:17:56,287,1081,3.02,0
126816,2021-09-05 09:17:58,66,300,36.64,0
126817,2021-09-05 09:18:13,450,1481,198.28,0
126818,2021-09-05 09:18:33,510,328,47.9,0
126819,2021-09-05 09:18:50,139,1307,33.01,0
126820,2021-09-05 09:20:05,540,1379,96.26,0
126821,2021-09-05 09:20:08,284,1130,7.23,0
126822,2021-09-05 09:20:51,90,1394,78.55,0
126823,2021-09-05 09:20:55,608,1980,73.59,0
126824,2021-09-05 09:22:07,188,100,48.76,0
126825,2021-09-05 09:22:29,725,1957,115.93,0
126826,2021-09-05 09:22:30,343,911,26.48,0
126827,2021-09-05 09:22:36,473,1771,15.06,0
126828,2021-09-05 09:23:02,88,937,41.28,0
126829,2021-09-05 09:23:19,369,184,89.34,0
126830,2021-09-05 09:23:53,240,566,14.8,0
126831,2021-09-05 09:24:00,607,345,14.49,0
126832,2021-09-05 09:24:41,703,1664,118.96,0
126833,2021-09-05 09:25:07,618,1440,6.98,0
126834,2021-09-05 09:25:18,333,1318,95.22,0
126835,2021-09-05 09:25:19,6,786,10.94,0
126836,2021-09-05 09:25:55,53,815,2.34,0
126837,2021-09-05 09:26:34,637,230,41.47,0
126838,2021-09-05 09:27:00,270,198,6.93,0
126839,2021-09-05 09:27:30,605,85,51.35,0
126840,2021-09-05 09:27:52,724,1580,113.59,0
126841,2021-09-05 09:27:58,647,309,15.87,0
126842,2021-09-05 09:28:04,345,1505,68.94,0
126843,2021-09-05 09:28:56,617,1569,22.36,0
126844,2021-09-05 09:28:59,15,210,19.68,0
126845,2021-09-05 09:29:04,14,1503,95.99,0
126846,2021-09-05 09:29:30,771,1590,6.58,0
126847,2021-09-05 09:29:58,924,1814,60.61,0
126848,2021-09-05 09:30:08,826,723,92.85,0
126849,2021-09-05 09:30:34,976,796,70.01,0
126850,2021-09-05 09:30:45,421,1715,26.52,0
126851,2021-09-05 09:30:57,705,442,40.87,0
126852,2021-09-05 09:31:18,409,359,45.83,0
126853,2021-09-05 09:31:47,466,1227,58.18,0
126854,2021-09-05 09:32:16,342,1048,99.55,0
126855,2021-09-05 09:32:37,284,783,21.22,0
126856,2021-09-05 09:32:40,312,1864,59.16,0
126857,2021-09-05 09:32:45,520,518,49.0,0
126858,2021-09-05 09:33:39,136,1734,95.05,0
126859,2021-09-05 09:34:47,458,877,94.55,0
126860,2021-09-05 09:34:49,204,1731,54.27,0
126861,2021-09-05 09:35:01,563,970,42.78,0
126862,2021-09-05 09:35:10,259,736,14.56,0
126863,2021-09-05 09:35:20,359,202,92.58,0
126864,2021-09-05 09:35:57,179,937,27.51,0
126865,2021-09-05 09:37:05,426,814,40.14,0
126866,2021-09-05 09:38:00,144,644,76.19,0
126867,2021-09-05 09:38:10,578,1308,117.29,0
126868,2021-09-05 09:38:51,532,392,14.2,0
126869,2021-09-05 09:39:46,290,1084,22.84,0
126870,2021-09-05 09:40:11,684,598,50.23,0
126871,2021-09-05 09:41:10,439,1964,15.45,0
126872,2021-09-05 09:41:24,569,1036,54.48,0
126873,2021-09-05 09:41:34,5,1980,42.68,0
126874,2021-09-05 09:42:42,542,1136,18.55,0
126875,2021-09-05 09:42:47,903,1034,26.85,0
126876,2021-09-05 09:42:59,164,212,18.99,0
126877,2021-09-05 09:44:10,842,214,10.59,0
126878,2021-09-05 09:44:17,466,1790,48.76,0
126879,2021-09-05 09:44:31,912,1386,107.13,0
126880,2021-09-05 09:45:22,117,1332,101.12,0
126881,2021-09-05 09:46:21,795,767,37.57,0
126882,2021-09-05 09:46:29,82,1916,32.36,0
126883,2021-09-05 09:46:34,435,683,15.16,0
126884,2021-09-05 09:47:55,701,759,29.45,0
126885,2021-09-05 09:47:55,780,1902,14.39,0
126886,2021-09-05 09:48:08,745,1875,20.51,0
126887,2021-09-05 09:48:10,316,1203,76.83,0
126888,2021-09-05 09:49:39,650,93,103.91,0
126889,2021-09-05 09:51:01,729,618,32.65,0
126890,2021-09-05 09:51:04,267,1009,6.2,0
126891,2021-09-05 09:51:14,467,1129,71.9,0
126892,2021-09-05 09:51:22,246,1940,79.05,0
126893,2021-09-05 09:51:34,67,1749,81.05,0
126894,2021-09-05 09:51:49,339,1761,128.71,0
126895,2021-09-05 09:52:44,212,446,78.73,0
126896,2021-09-05 09:52:44,316,1203,67.15,0
126897,2021-09-05 09:53:03,608,783,21.33,0
126898,2021-09-05 09:53:10,65,1810,6.7,0
126899,2021-09-05 09:53:57,786,1697,34.43,0
126900,2021-09-05 09:54:32,859,1247,44.44,0
126901,2021-09-05 09:54:37,609,1188,22.69,0
126902,2021-09-05 09:54:43,939,690,105.12,0
126903,2021-09-05 09:55:34,287,984,0.34,0
126904,2021-09-05 09:55:36,379,776,49.94,0
126905,2021-09-05 09:55:56,818,1951,84.17,0
126906,2021-09-05 09:56:14,932,163,18.75,0
126907,2021-09-05 09:56:40,125,1488,79.93,0
126908,2021-09-05 09:56:43,367,1051,2.46,0
126909,2021-09-05 09:56:51,705,1674,11.55,0
126910,2021-09-05 09:57:29,387,1212,38.23,0
126911,2021-09-05 09:58:08,651,1721,37.94,0
126912,2021-09-05 09:58:59,993,1418,9.45,0
126913,2021-09-05 09:59:19,116,297,30.25,0
126914,2021-09-05 09:59:58,742,1571,31.12,0
126915,2021-09-05 10:01:18,531,1607,43.63,0
126916,2021-09-05 10:01:20,348,562,75.99,0
126917,2021-09-05 10:01:37,429,450,13.66,0
126918,2021-09-05 10:02:23,874,1006,54.51,0
126919,2021-09-05 10:02:32,836,1046,53.29,0
126920,2021-09-05 10:03:02,318,193,40.83,0
126921,2021-09-05 10:03:20,245,1902,91.27,0
126922,2021-09-05 10:03:35,934,1564,31.73,0
126923,2021-09-05 10:03:41,748,1176,1.65,0
126924,2021-09-05 10:03:41,116,1772,37.57,0
126925,2021-09-05 10:03:52,508,1535,100.25,0
126926,2021-09-05 10:03:56,691,671,50.87,0
126927,2021-09-05 10:04:51,272,1630,7.69,0
126928,2021-09-05 10:04:51,590,1737,16.84,0
126929,2021-09-05 10:05:04,358,1811,76.96,0
126930,2021-09-05 10:05:09,112,991,30.06,0
126931,2021-09-05 10:05:49,244,496,34.82,0
126932,2021-09-05 10:05:54,20,1572,10.91,0
126933,2021-09-05 10:06:11,763,1443,47.91,0
126934,2021-09-05 10:06:33,122,1632,48.06,0
126935,2021-09-05 10:06:51,68,85,27.36,0
126936,2021-09-05 10:06:54,566,1037,37.63,0
126937,2021-09-05 10:07:17,721,213,32.65,0
126938,2021-09-05 10:07:29,644,322,55.29,0
126939,2021-09-05 10:08:17,799,428,69.76,0
126940,2021-09-05 10:08:46,525,1241,86.28,0
126941,2021-09-05 10:09:57,343,911,9.53,0
126942,2021-09-05 10:11:25,166,637,50.55,0
126943,2021-09-05 10:12:22,246,1940,39.74,0
126944,2021-09-05 10:12:24,484,1454,9.82,0
126945,2021-09-05 10:12:53,927,1159,50.17,0
126946,2021-09-05 10:12:57,948,621,4.96,0
126947,2021-09-05 10:13:07,789,214,28.94,0
126948,2021-09-05 10:13:18,487,497,65.4,0
126949,2021-09-05 10:13:26,266,1363,2.53,0
126950,2021-09-05 10:14:26,921,1400,27.86,0
126951,2021-09-05 10:15:21,390,670,12.62,0
126952,2021-09-05 10:15:32,935,123,2.92,0
126953,2021-09-05 10:15:59,447,279,96.31,0
126954,2021-09-05 10:16:05,669,1200,86.7,0
126955,2021-09-05 10:16:06,446,495,41.98,0
126956,2021-09-05 10:16:29,929,1134,34.76,0
126957,2021-09-05 10:17:02,79,8,82.11,1
126958,2021-09-05 10:17:16,671,248,26.43,0
126959,2021-09-05 10:17:22,33,1725,71.58,0
126960,2021-09-05 10:17:28,268,732,82.48,0
126961,2021-09-05 10:18:01,417,1414,139.71,0
126962,2021-09-05 10:18:38,855,772,86.29,0
126963,2021-09-05 10:19:02,729,553,24.38,0
126964,2021-09-05 10:19:07,562,475,116.34,0
126965,2021-09-05 10:20:18,961,1819,44.57,0
126966,2021-09-05 10:21:40,903,1806,35.9,0
126967,2021-09-05 10:21:43,156,1377,83.58,0
126968,2021-09-05 10:22:13,188,698,31.34,0
126969,2021-09-05 10:22:27,776,1152,27.44,0
126970,2021-09-05 10:22:32,255,875,111.74,0
126971,2021-09-05 10:23:21,128,905,94.25,0
126972,2021-09-05 10:24:00,973,40,68.22,0
126973,2021-09-05 10:24:01,491,1991,24.25,0
126974,2021-09-05 10:24:11,726,1769,83.44,0
126975,2021-09-05 10:24:20,893,177,11.98,0
126976,2021-09-05 10:24:45,397,1419,109.72,0
126977,2021-09-05 10:25:47,621,4,105.49,0
126978,2021-09-05 10:26:00,780,1763,7.18,0
126979,2021-09-05 10:26:02,732,1687,76.68,0
126980,2021-09-05 10:26:04,955,1232,63.8,0
126981,2021-09-05 10:26:05,55,1123,5.31,0
126982,2021-09-05 10:26:57,754,245,48.78,0
126983,2021-09-05 10:27:12,461,1758,76.48,0
126984,2021-09-05 10:27:34,758,1216,28.14,0
126985,2021-09-05 10:28:20,367,974,6.12,0
126986,2021-09-05 10:28:39,104,763,15.52,0
126987,2021-09-05 10:29:06,717,67,54.05,0
126988,2021-09-05 10:29:34,742,722,32.04,0
126989,2021-09-05 10:29:48,915,245,24.59,0
126990,2021-09-05 10:30:23,973,1380,82.7,0
126991,2021-09-05 10:30:40,219,264,162.13,0
126992,2021-09-05 10:31:19,29,553,33.76,0
126993,2021-09-05 10:31:41,414,1518,102.36,0
126994,2021-09-05 10:31:43,891,423,72.29,1
126995,2021-09-05 10:32:16,188,1940,21.71,0
126996,2021-09-05 10:32:27,178,178,19.34,0
126997,2021-09-05 10:33:45,712,1152,38.88,0
126998,2021-09-05 10:33:59,852,1,149.5,0
126999,2021-09-05 10:33:59,594,20,27.69,0
127000,2021-09-05 10:33:59,786,97,43.14,0
127001,2021-09-05 10:34:47,170,319,21.1,0
127002,2021-09-05 10:34:58,810,733,23.64,0
127003,2021-09-05 10:35:14,723,56,89.38,0
127004,2021-09-05 10:37:15,708,90,14.44,0
127005,2021-09-05 10:37:23,685,1398,151.6,0
127006,2021-09-05 10:37:58,672,1291,28.31,0
127007,2021-09-05 10:38:00,46,52,68.03,0
127008,2021-09-05 10:38:01,267,1986,5.51,0
127009,2021-09-05 10:38:14,593,240,18.43,0
127010,2021-09-05 10:39:03,167,871,59.56,1
127011,2021-09-05 10:39:27,597,1880,10.61,0
127012,2021-09-05 10:39:35,741,1030,18.16,0
127013,2021-09-05 10:40:33,759,323,63.85,0
127014,2021-09-05 10:41:40,407,69,46.8,0
127015,2021-09-05 10:41:53,380,124,73.09,0
127016,2021-09-05 10:42:28,610,1178,109.18,0
127017,2021-09-05 10:43:28,220,1344,29.84,0
127018,2021-09-05 10:43:31,97,136,4.69,0
127019,2021-09-05 10:44:12,675,311,68.48,0
127020,2021-09-05 10:45:15,364,1179,58.06,0
127021,2021-09-05 10:46:02,334,1837,10.79,0
127022,2021-09-05 10:46:07,531,1623,44.06,0
127023,2021-09-05 10:46:15,849,80,1.57,0
127024,2021-09-05 10:46:56,912,169,95.71,0
127025,2021-09-05 10:46:57,73,318,95.83,0
127026,2021-09-05 10:47:06,408,60,22.5,0
127027,2021-09-05 10:47:37,234,1014,27.86,0
127028,2021-09-05 10:47:46,376,1136,110.23,0
127029,2021-09-05 10:47:49,450,1407,114.96,0
127030,2021-09-05 10:48:23,122,34,15.25,0
127031,2021-09-05 10:48:33,174,763,92.42,0
127032,2021-09-05 10:50:16,543,603,5.25,0
127033,2021-09-05 10:50:43,188,1129,21.43,0
127034,2021-09-05 10:53:47,840,1332,81.73,0
127035,2021-09-05 10:54:32,836,427,76.91,0
127036,2021-09-05 10:54:55,924,1266,36.32,0
127037,2021-09-05 10:55:02,960,806,84.28,0
127038,2021-09-05 10:55:08,650,557,15.72,0
127039,2021-09-05 10:55:22,961,1780,40.63,0
127040,2021-09-05 10:56:18,795,1932,35.9,0
127041,2021-09-05 10:56:27,695,1253,75.94,0
127042,2021-09-05 10:56:33,823,394,24.26,0
127043,2021-09-05 10:57:05,966,1621,154.38,0
127044,2021-09-05 10:57:44,561,1238,85.08,0
127045,2021-09-05 10:59:01,883,1930,6.46,0
127046,2021-09-05 11:00:02,364,668,198.78,0
127047,2021-09-05 11:00:16,990,1561,24.67,0
127048,2021-09-05 11:00:53,554,1757,46.08,0
127049,2021-09-05 11:00:56,992,75,10.67,0
127050,2021-09-05 11:01:00,946,1704,68.63,0
127051,2021-09-05 11:01:17,65,323,9.14,0
127052,2021-09-05 11:01:35,707,1153,26.99,0
127053,2021-09-05 11:02:33,370,1479,6.27,0
127054,2021-09-05 11:02:35,168,1187,117.2,0
127055,2021-09-05 11:02:42,980,295,14.1,0
127056,2021-09-05 11:02:48,121,607,56.81,0
127057,2021-09-05 11:04:04,769,1213,70.63,0
127058,2021-09-05 11:04:25,306,940,46.43,0
127059,2021-09-05 11:05:07,606,1287,17.98,0
127060,2021-09-05 11:05:34,38,429,33.58,1
127061,2021-09-05 11:05:35,165,1889,24.74,0
127062,2021-09-05 11:06:12,554,47,16.16,0
127063,2021-09-05 11:06:31,193,1852,146.89,0
127064,2021-09-05 11:07:00,86,1819,51.45,0
127065,2021-09-05 11:07:38,466,1790,33.5,0
127066,2021-09-05 11:08:12,718,1756,49.29,0
127067,2021-09-05 11:08:51,780,1626,15.23,0
127068,2021-09-05 11:09:40,545,1404,88.83,0
127069,2021-09-05 11:09:43,628,826,142.16,0
127070,2021-09-05 11:09:43,689,72,108.8,0
127071,2021-09-05 11:09:44,979,664,84.71,0
127072,2021-09-05 11:10:08,269,850,126.55,0
127073,2021-09-05 11:10:14,802,564,19.82,0
127074,2021-09-05 11:10:31,343,1799,13.66,0
127075,2021-09-05 11:10:43,37,337,37.03,0
127076,2021-09-05 11:10:56,92,527,67.36,0
127077,2021-09-05 11:11:00,369,518,94.55,0
127078,2021-09-05 11:11:08,289,304,20.37,0
127079,2021-09-05 11:11:10,49,203,2.43,0
127080,2021-09-05 11:11:23,356,176,70.5,0
127081,2021-09-05 11:12:02,329,721,160.89,0
127082,2021-09-05 11:12:16,380,801,126.81,0
127083,2021-09-05 11:12:24,810,1294,121.25,0
127084,2021-09-05 11:12:25,7,1555,39.16,0
127085,2021-09-05 11:12:34,27,521,44.45,0
127086,2021-09-05 11:13:47,274,999,104.46,0
127087,2021-09-05 11:14:12,15,416,62.24,0
127088,2021-09-05 11:14:15,73,290,80.23,0
127089,2021-09-05 11:14:31,71,724,116.41,0
127090,2021-09-05 11:14:39,786,155,33.77,0
127091,2021-09-05 11:15:09,628,6,81.24,0
127092,2021-09-05 11:15:14,6,786,23.47,0
127093,2021-09-05 11:15:17,510,1608,61.9,0
127094,2021-09-05 11:15:20,5,1578,37.9,0
127095,2021-09-05 11:15:59,758,1378,19.65,0
127096,2021-09-05 11:16:23,349,673,100.54,0
127097,2021-09-05 11:16:53,726,1275,113.94,0
127098,2021-09-05 11:17:13,97,737,6.87,0
127099,2021-09-05 11:18:04,249,245,3.24,0
127100,2021-09-05 11:18:15,638,1568,41.52,0
127101,2021-09-05 11:19:26,365,1203,51.25,0
127102,2021-09-05 11:19:36,333,1494,4.1,0
127103,2021-09-05 11:19:38,368,941,57.58,0
127104,2021-09-05 11:20:00,240,1722,9.11,0
127105,2021-09-05 11:22:06,340,501,64.55,0
127106,2021-09-05 11:22:17,644,605,17.34,0
127107,2021-09-05 11:22:28,637,630,13.02,0
127108,2021-09-05 11:23:12,264,1447,47.31,0
127109,2021-09-05 11:23:36,859,400,21.0,0
127110,2021-09-05 11:23:37,752,1593,9.96,0
127111,2021-09-05 11:24:14,290,333,5.44,0
127112,2021-09-05 11:24:17,716,1154,26.42,0
127113,2021-09-05 11:24:40,90,1394,86.56,0
127114,2021-09-05 11:25:24,526,428,66.05,0
127115,2021-09-05 11:25:48,148,151,11.85,0
127116,2021-09-05 11:26:34,744,781,70.69,0
127117,2021-09-05 11:26:56,555,885,1.74,0
127118,2021-09-05 11:27:04,530,1522,7.68,0
127119,2021-09-05 11:27:17,397,265,147.61,0
127120,2021-09-05 11:27:21,929,1301,34.18,0
127121,2021-09-05 11:28:05,823,1534,54.37,0
127122,2021-09-05 11:28:22,566,230,33.47,0
127123,2021-09-05 11:28:27,129,420,52.38,0
127124,2021-09-05 11:29:08,240,542,22.68,0
127125,2021-09-05 11:29:10,849,288,33.84,0
127126,2021-09-05 11:29:29,605,1692,39.71,0
127127,2021-09-05 11:30:08,127,1183,13.14,0
127128,2021-09-05 11:30:14,842,943,1.7,0
127129,2021-09-05 11:30:16,845,647,34.92,0
127130,2021-09-05 11:30:22,798,845,43.77,0
127131,2021-09-05 11:30:23,148,1484,23.03,0
127132,2021-09-05 11:30:37,906,1247,3.77,0
127133,2021-09-05 11:31:13,319,703,29.07,0
127134,2021-09-05 11:31:31,526,1504,87.02,0
127135,2021-09-05 11:31:38,574,1859,101.6,0
127136,2021-09-05 11:31:47,924,1721,40.18,0
127137,2021-09-05 11:32:09,716,1042,36.71,0
127138,2021-09-05 11:32:21,336,1888,15.42,0
127139,2021-09-05 11:32:22,720,1101,64.23,0
127140,2021-09-05 11:33:53,108,1825,36.28,0
127141,2021-09-05 11:34:01,212,823,73.44,0
127142,2021-09-05 11:34:40,27,302,11.6,0
127143,2021-09-05 11:34:45,489,1665,45.93,0
127144,2021-09-05 11:34:46,301,444,65.92,0
127145,2021-09-05 11:34:58,782,1983,23.17,0
127146,2021-09-05 11:34:58,144,926,35.23,0
127147,2021-09-05 11:35:45,741,1451,19.87,0
127148,2021-09-05 11:35:52,810,1294,62.6,0
127149,2021-09-05 11:36:08,493,518,13.68,0
127150,2021-09-05 11:36:22,893,1315,2.69,0
127151,2021-09-05 11:36:49,325,1158,31.23,0
127152,2021-09-05 11:36:53,786,1139,55.55,0
127153,2021-09-05 11:37:26,83,852,87.78,0
127154,2021-09-05 11:37:40,520,1254,42.86,0
127155,2021-09-05 11:38:08,188,866,25.75,0
127156,2021-09-05 11:38:38,716,475,25.75,0
127157,2021-09-05 11:39:20,296,1157,98.39,0
127158,2021-09-05 11:40:17,594,682,76.5,0
127159,2021-09-05 11:40:39,347,1992,10.36,0
127160,2021-09-05 11:41:57,651,1525,14.56,0
127161,2021-09-05 11:42:03,483,1832,18.89,0
127162,2021-09-05 11:42:03,769,465,46.13,0
127163,2021-09-05 11:42:57,410,1544,72.74,0
127164,2021-09-05 11:42:57,17,1009,97.17,0
127165,2021-09-05 11:43:33,181,1346,34.26,0
127166,2021-09-05 11:44:23,347,1047,3.26,0
127167,2021-09-05 11:45:12,615,978,10.05,0
127168,2021-09-05 11:45:13,832,1251,132.44,0
127169,2021-09-05 11:45:24,379,1350,25.51,0
127170,2021-09-05 11:46:32,775,195,28.08,0
127171,2021-09-05 11:46:40,30,1912,62.98,0
127172,2021-09-05 11:47:23,171,607,84.93,0
127173,2021-09-05 11:47:30,335,784,7.32,0
127174,2021-09-05 11:48:24,543,1876,2.66,0
127175,2021-09-05 11:49:20,32,1344,18.43,0
127176,2021-09-05 11:51:30,335,80,106.63,0
127177,2021-09-05 11:51:51,964,1774,34.71,0
127178,2021-09-05 11:51:52,379,300,26.48,0
127179,2021-09-05 11:52:28,528,1650,121.97,0
127180,2021-09-05 11:52:30,608,1392,25.6,0
127181,2021-09-05 11:52:44,198,423,58.27,1
127182,2021-09-05 11:53:00,923,226,21.99,0
127183,2021-09-05 11:53:32,665,1145,52.34,0
127184,2021-09-05 11:54:04,935,1695,10.18,0
127185,2021-09-05 11:54:08,439,793,13.49,1
127186,2021-09-05 11:54:09,314,795,48.01,0
127187,2021-09-05 11:54:12,683,886,100.32,0
127188,2021-09-05 11:54:16,624,227,8.29,0
127189,2021-09-05 11:55:31,25,1503,44.18,0
127190,2021-09-05 11:55:38,495,568,50.39,0
127191,2021-09-05 11:55:46,297,376,47.42,0
127192,2021-09-05 11:56:00,573,1042,35.62,0
127193,2021-09-05 11:56:17,296,3,54.86,0
127194,2021-09-05 11:57:00,800,208,131.34,0
127195,2021-09-05 11:57:12,392,1713,75.68,0
127196,2021-09-05 11:58:54,230,689,65.69,0
127197,2021-09-05 11:59:08,188,989,45.41,1
127198,2021-09-05 11:59:09,596,1761,44.91,0
127199,2021-09-05 11:59:52,866,1653,66.84,0
127200,2021-09-05 12:00:09,901,264,73.92,0
127201,2021-09-05 12:00:18,206,380,18.1,0
127202,2021-09-05 12:00:42,444,656,7.84,0
127203,2021-09-05 12:00:49,203,240,19.04,0
127204,2021-09-05 12:01:30,859,1513,25.31,0
127205,2021-09-05 12:01:30,468,724,57.02,0
127206,2021-09-05 12:01:51,678,1638,21.44,0
127207,2021-09-05 12:01:53,73,1332,41.64,0
127208,2021-09-05 12:02:08,78,263,37.9,0
127209,2021-09-05 12:02:15,826,1281,46.62,0
127210,2021-09-05 12:03:49,676,989,16.93,0
127211,2021-09-05 12:04:01,418,1715,6.33,0
127212,2021-09-05 12:04:23,314,214,68.23,0
127213,2021-09-05 12:04:32,569,1883,84.07,0
127214,2021-09-05 12:05:03,271,286,8.29,0
127215,2021-09-05 12:05:14,664,782,56.66,0
127216,2021-09-05 12:05:18,362,81,120.77,0
127217,2021-09-05 12:05:19,424,1400,37.98,0
127218,2021-09-05 12:05:37,565,1248,48.01,0
127219,2021-09-05 12:07:20,289,1914,16.2,0
127220,2021-09-05 12:07:21,749,234,78.9,0
127221,2021-09-05 12:07:31,890,444,134.24,0
127222,2021-09-05 12:08:17,395,1797,100.46,0
127223,2021-09-05 12:08:18,842,0,19.98,0
127224,2021-09-05 12:08:21,393,796,4.89,0
127225,2021-09-05 12:09:13,520,1611,75.18,0
127226,2021-09-05 12:09:15,170,1126,3.36,0
127227,2021-09-05 12:09:50,939,1126,57.09,0
127228,2021-09-05 12:09:52,839,1684,28.71,0
127229,2021-09-05 12:09:57,610,1199,92.86,0
127230,2021-09-05 12:10:01,876,1167,17.11,0
127231,2021-09-05 12:10:15,526,1559,46.65,0
127232,2021-09-05 12:10:30,938,1990,53.39,0
127233,2021-09-05 12:11:26,253,1572,9.47,0
127234,2021-09-05 12:12:02,428,1362,15.93,0
127235,2021-09-05 12:12:22,497,539,11.48,0
127236,2021-09-05 12:12:42,290,1237,41.49,0
127237,2021-09-05 12:12:56,8,1274,2.56,0
127238,2021-09-05 12:13:49,935,89,7.7,0
127239,2021-09-05 12:15:14,722,59,54.19,0
127240,2021-09-05 12:15:47,898,933,23.61,0
127241,2021-09-05 12:16:23,747,659,8.4,0
127242,2021-09-05 12:16:31,498,1936,25.69,0
127243,2021-09-05 12:17:33,121,163,39.5,0
127244,2021-09-05 12:17:37,529,18,20.69,0
127245,2021-09-05 12:17:51,335,288,66.97,0
